1;532
1;1207
1;504
1;202
1;302
66;949
1;2110
1;1406
30;932
1;105
25;336
25;316
66;901
1;606
1;1133
83;302
72;316
1;1441
1;967
1;1445
1;1302
1;308
1;632
72;353
1;1000
1;580
1;604
1;1233
81;302
1;1303
72;347
1;966
32;1003
1;296
81;316
59;604
1;574
25;1203
83;8004
1;286
66;8003
1;1301
66;1409
66;1450
48;132
147;901
147;8001
147;1406
76;315
1;1117
25;931
1;107
1;249
83;335
59;1524
25;1457
76;335
44;1203
31;1007
31;1001
36;1007
81;364
147;1409
134;336
1;1322
1;204
133;2133
59;628
147;1450
83;1203
1;1454
1;152
1;619
30;8001
83;322
1;8015
1;8013
81;1403
1;356
1;575
61;1403
1;357
61;1207
61;1003
61;860
61;579
1;147
36;1452
36;1042
26;8016
61;717
61;750
61;1452
31;1014
1;1465
31;1052
61;271
38;1301
61;1451
61;1010
31;717
61;131
61;528
61;546
36;570
61;110
61;118
61;276
36;1233
36;1001
61;561
61;748
25;315
61;313
61;509
61;211
31;739
76;564
1;1400
61;718
66;1181
32;1053
76;331
147;317
61;534
133;145
31;1008
72;1457
61;1328
155;335
40;302
31;1079
1;1350
1;640
61;322
61;1440
38;1008
61;106
61;1812
38;8023
25;967
32;1002
147;1457
32;1092
1;246
1;903
40;503
61;337
1;273
1;8038
61;8008
61;8031
1;331
155;367
61;273
155;1504
61;8033
61;727
139;604
61;1347
36;1409
139;1209
67;1452
76;337
76;314
61;580
1;1906
48;500
61;1906
76;1307
178;1450
155;1906
26;1452
61;572
1;8041
61;240
31;1092
59;202
178;335
61;3313
147;908
1;1949
1;1912
155;1905
133;286
155;1912
178;8003
198;8001
61;416
61;8021
61;539
61;1905
134;1902
134;1905
61;1902
61;3315
81;323
40;1913
178;909
1;1936
1;1916
183;302
44;321
1;1804
67;1457
1;8050
32;1042
25;1913
40;1902
198;202
206;521
32;8062
81;350
81;348
81;367
183;399
1;8056
1;562
183;336
183;332
198;1007
183;1457
182;313
1;237
1;8058
1;240
206;1457
81;324
198;737
182;334
61;310
31;218
198;1008
48;302
81;8065
133;337
48;860
178;8069
1;217
206;1432
134;337
1;1132
1;8072
206;967
27;932
1;8068
178;750
206;8069
48;1454
48;300
38;1418
81;8072
178;8072
1;940
703;353
48;325
48;340
1;1401
139;8030
178;8052
1;2102
48;266
48;1501
40;318
178;8073
81;349
36;605
323236;750
563;3315
48;503
563;1311
703;303
703;8008
38;1474
323236;1233
323241;336
323241;329
323241;318
59;8089
48;1240
164;1118
164;210
563;8072
48;146
703;8001
48;8008
1;559
1;923
323243;1118
1;378
81;1404
26;1203
1;8092
48;1474
66;1453
83;8085
323236;1203
48;8097
133;302
83;8045
76;1195
1;319
32;596
40;309
206;904
81;8098
26;337
48;1458
323242;8049
164;8093
26;331
1;1080
38;1067
81;3313
61;8049
40;8086
26;1347
1;1119
703;8084
48;901
323243;1906
164;351
26;1181
67;1269
323241;296
1;8108
48;1214
81;8109
26;1228
26;8045
323270;1118
164;218
76;8113
81;8095
1;8109
67;8098
323241;8018
26;8013
67;332
81;147
32;2101
66;915
323241;302
40;326
1;2500
164;324
61;220
563;310
703;369
39;279
563;312
25;371
67;310
67;1954
323299;1441
1;233
83;503
67;8109
703;932
1;399
32;1453
1;8131
26;932
703;8131
40;8131
1;8139
563;8131
323299;336
1;1121
1;8140
1;8141
76;8130
1;2539
1;2583
1;8147
76;8142
40;8135
40;8138
563;8140
1;8135
164;1314
67;503
66;421
38;8147
48;946
26;369
13;1001
13;8055
66;3810
13;717
133;289
323314;124
76;1913
76;151
323241;523
36;8152
323299;749
48;297
323241;1325
1;343
48;8168
1;8126
27;8172
323283;8058
323241;750
323241;290
142;282
108;303
66;8150
323299;1319
323299;1311
323241;580
323241;1477
66;8174
66;1147
48;3314
563;323
323241;1327
323321;302
323321;905
323241;618
32;8179
31;1233
323321;211
133;8176
61;251
323309;1432
142;1118
142;335
142;8072
39;8014
142;1401
61;8142
323309;8002
323309;1441
142;307
1;1017
323309;901
323309;1409
323283;8158
26;303
108;8097
323333;1432
323333;949
323336;1301
323336;1307
108;8182
31;8027
323241;1474
61;368
323333;1409
323308;1441
323336;1346
323316;315
67;8013
323316;302
61;1078
61;8050
61;8102
323316;8013
323316;1118
61;1816
323308;8179
323336;1452
40;8169
323308;8069
27;8160
323316;1906
61;1718
323321;1401
26;8027
323337;1203
61;1055
108;8130
61;257
133;1239
61;1135
323308;8075
81;1313
40;356
48;549
108;356
323337;1118
323337;1452
61;365
323283;353
323333;1453
48;1405
323316;3315
81;8138
323336;1316
61;353
83;321
61;8072
67;8183
81;338
323321;1003
61;8086
108;335
36;8186
323336;203
61;8168
18;302
48;1228
61;936
323241;1457
323299;572
67;8190
323347;322
323321;8073
31;105
323241;1707
48;117
61;581
32;739
323345;1203
323241;1103
61;8139
31;111
1;1707
26;8136
26;8141
61;8107
133;1782
81;8123
1;1755
323241;509
61;3702
323345;946
323241;1757
1;1757
1;1706
1;1731
1;1733
323241;1732
323241;1754
108;324
61;1762
61;1728
61;1726
48;1325
48;932
48;949
323299;1008
1;3702
323354;1755
323241;932
323336;324
13;1004
81;326
61;8196
1;1727
323316;8072
323241;403
39;3701
323345;203
1;1730
61;2539
323345;530
61;1145
323360;315
323243;336
61;8080
323283;8131
48;533
133;8066
323353;8166
323363;329
323241;310
24;1762
39;3707
39;3715
20;8168
20;8180
61;1781
323360;1403
323360;286
323360;8133
36;1181
323241;8066
323345;132
323360;8041
34;114
323318;3312
323308;1326
949;1007
323241;8080
34;369
133;322
323283;322
323345;512
323243;8045
323360;8161
323360;8140
323241;8023
1;1725
61;331
36;150
36;1707
323353;1757
81;1206
1003;509
61;8218
1003;1007
61;372
66;1723
323368;8026
323363;335
323283;1311
81;8212
59;589
323241;1347
66;1722
61;1763
323345;157
83;8114
323241;800
61;1956
61;8137
61;8206
323337;146
34;111
323365;321
81;1949
48;767
66;1711
24;3725
1003;1452
323353;1701
40;8217
323351;946
323353;8209
10000013;315
323241;1773
323353;8205
61;1249
323308;904
10000013;1007
66;1782
323241;1173
10000013;1707
61;927
10000013;317
323333;315
323333;1707
563;8004
323333;1418
323333;1457
323333;1451
1014;1141
61;8227
1014;1008
1003;1219
1003;717
1014;1203
10000;1203
81;1956
66;8222
323351;1759
323353;1740
61;3304
61;3305
323345;152
61;3316
323368;1452
10000013;8082
36;8228
1017;717
48;1704
323345;1759
1014;8227
323336;8034
323336;1097
1014;211
323353;3701
61;8230
31;8037
323241;1418
10000013;1732
1003;105
1003;628
10000013;337
108;8013
61;755
10000013;364
323363;8179
48;2115
48;2103
323243;326
323336;552
34;8081
108;1118
323337;1347
61;3714
1028;1906
323294;3315
323294;1707
323336;8037
1028;331
323241;218
323333;8163
323294;305
323345;1702
323241;304
36;8233
61;1442
61;911
10000001;1702
108;8238
1014;1326
1032;336
61;2120
61;1790
1033;1118
10000040;1301
10000040;1432
61;285
10000040;296
10000040;1303
10001;1203
323241;149
10000040;1203
164;552
61;222
81;8084
1032;1451
61;559
48;8244
34;8134
61;8117
1030;1709
1028;321
24;3705
323345;880
164;8030
66;1731
66;333
323347;350
323347;8246
1049;1118
10001;335
1049;146
1049;202
61;1062
48;8246
323318;329
108;1504
34;312
1049;8234
61;8251
323241;8249
61;1084
1100011;335
164;1836
67;8031
323361;1762
48;280
10000040;8001
10000040;1402
48;8256
323318;8031
323351;1707
1041;750
48;309
10000222;1213
323345;507
323345;369
1100006;321
34;8230
36;132
1049;229
10000013;8140
10000013;365
1032;572
323333;8135
1028;8032
164;8261
11000014;1906
10000001;1709
61;8262
108;8176
323322;1754
1100006;8004
208;1203
323241;1306
61;587
323345;1327
59;1707
59;1721
108;8264
323354;8271
1100006;356
66;8207
48;1313
323241;3712
323345;1007
323345;1001
323354;1702
11000014;8269
34;8064
66;3712
323347;105
1100006;8217
323345;3314
213;1707
213;1118
323241;3314
210;967
31;8279
216;8256
214;1118
214;1701
323353;8045
61;725
214;1706
323241;8189
323345;325
209;8246
209;1452
323299;1307
213;1906
61;3723
164;150
213;356
213;365
213;3315
213;8004
323345;505
34;313
323345;337
1049;1327
61;8147
1003;8147
10000040;1504
214;1322
164;285
323241;315
323299;1701
61;2110
323294;8133
1049;336
323352;1432
323352;1762
83;8271
323241;313
214;266
48;1725
222;8067
1033;572
323294;1913
213;8229
213;8121
213;8188
232;1118
108;298
323345;537
10000001;8003
231;517
323241;8271
323352;3721
108;505
222;1118
214;8289
213;8092
1028;1913
222;1249
323241;1310
222;146
222;8136
323243;203
1033;8179
1100006;8229
231;8080
213;326
223;1723
40;929
323241;8171
232;331
10000001;904
222;1906
223;1432
214;146
48;395
216;750
76;8240
323345;317
231;329
231;220
231;149
108;8195
108;296
323241;8288
108;217
61;8297
108;1820
231;1707
231;1706
323345;210
214;1705
323294;334
323345;1322
214;1752
48;1406
323353;1752
10000001;8257
214;1740
108;1836
231;1752
214;1781
231;8256
213;8098
216;8297
10000001;1401
323351;1701
10000013;8295
1100011;1701
237;1701
231;901
323345;1705
214;1700
323345;8171
83;3312
216;8134
323345;552
10000001;322
214;3722
10000001;1432
231;8163
323345;2117
108;146
61;3734
61;8292
214;1731
214;1759
323353;1751
231;1737
216;8126
323241;8289
323241;3704
244;202
244;235
237;313
216;8287
222;322
239;1757
224;315
244;218
244;1707
224;324
231;8282
239;335
239;1721
223;1768
76;8295
214;1792
216;705
61;8012
231;1000
248;316
61;378
248;1203
246;8190
231;8299
216;8181
61;3318
216;303
10000222;114
11000014;324
323241;231
214;1720
214;8202
323345;749
323345;3306
66;1763
323294;8058
212;1024
244;157
231;246
248;305
11000014;8305
323322;9801
563;1955
164;369
108;1803
563;8268
245;1502
108;152
244;335
245;744
231;387
231;315
134;8092
10000001;1303
323368;1203
231;737
214;901
36;8314
216;319
253;1752
253;335
231;8285
45;1757
323336;860
323316;8319
256;1214
239;1723
1;3723
1033;1955
231;533
231;202
232;111
210;929
232;322
263;315
248;347
231;152
238;1728
213;310
253;3705
263;1118
244;8150
238;1706
81;8324
210;1906
231;8324
134;301
232;1206
34;8322
263;1707
262;8171
272;335
268;8325
61;8337
252;1702
273;1203
274;8334
270;1710
270;1302
272;310
270;750
252;1701
272;322
270;1309
274;317
274;8123
274;1118
61;4004
323333;8325
323333;1316
232;9801
230;8161
230;8271
268;1067
275;1906
323241;8333
214;201
252;1762
268;901
263;320
244;229
323239;8082
263;350
323239;8004
262;8336
66;8188
61;8317
61;1025
270;220
1100006;111
323241;8350
268;1754
278;3315
323241;1954
323241;8229
230;800
252;3706
252;3701
276;111
108;227
26;351
290;351
1;3324
323294;9801
238;336
323299;514
61;8350
272;1452
270;1346
61;8235
245;8184
1030;3713
276;8004
26;332
563;324
231;8094
231;1764
11000014;320
270;1003
323294;323
214;3713
323336;8341
290;3315
231;775
231;1067
253;1118
285;1203
323241;8099
213;8350
133;3416
323341;515
78;396
54;329
164;1825
48;2548
133;4002
1014;931
323241;975
323345;780
284;321
209;234
245;1222
248;311
237;8131
323345;734
216;8054
323341;2104
41;1284
239;8071
563;337
133;8134
1030;1705
272;3312
106;3312
61;1509
106;8134
323333;8084
237;8098
323347;104
829;8005
323345;2104
323345;1302
61;1524
231;1406
212;1055
10000013;8072
81;1181
323345;8195
10000040;8216
10000040;210
323341;215
96;8071
256;1913
262;8145
289;309
323341;1213
323345;616
323341;1109
230;8353
54;1052
1049;2124
222;151
323241;1163
231;3913
231;396
323345;2525
230;966
213;1954
59;8072
223;8041
323341;8177
222;8137
323345;1238
231;8114
246;1096
273;312
323341;1080
284;1248
26;8115
274;321
41;503
1014;8080
273;313
323241;1216
108;147
1017;771
275;8114
67;218
323341;3716
72;360
54;3418
323321;8029
323365;399
48;1705
54;3411
277;1042
133;530
36;8181
323241;2809
245;342
323314;9901
323239;8254
285;8109
323345;205
246;1076
133;1512
270;2130
133;2708
41;1231
323314;640
223;8002
323345;2517
5;315
231;8212
289;8139
183;8135
245;1809
323236;1231
323241;2517
232;1322
323345;1913
278;149
323341;279
323241;1120
323333;8178
270;517
323299;8111
1003;1071
66;356
231;8344
61;939
290;931
323345;1141
276;1311
231;8071
78;8130
323294;8129
61;641
231;1819
133;939
288;1722
10000040;8049
54;1040
323241;937
262;111
1;8144
323321;8136
61;219
82;8048
275;1905
10000001;8137
323239;8090
223;3706
323341;3504
54;1344
284;1809
48;2811
133;2518
40;8178
290;8077
323345;2112
231;1797
323270;1203
182;8092
230;967
323345;3409
48;8034
222;150
281;8124
563;8061
285;1195
10000040;310
323270;8099
10000040;8058
323345;8003
323341;522
10000013;309
10000040;1763
1;8132
10001;241
224;349
230;8183
323341;1477
1;2106
222;8264
277;1445
323341;637
76;1902
206;1346
274;8004
10000001;8050
210;1233
253;8165
48;8080
54;1744
61;3813
133;422
323341;1344
230;8101
323341;4001
323345;642
61;1162
134;350
72;8137
57;949
323321;305
223;8165
1033;549
182;8140
323345;1509
323333;1710
323299;1031
223;8124
10001;296
1003;2113
61;2029
289;3313
48;1105
10000222;257
284;367
237;348
323345;1089
285;8237
5;8113
1;2804
133;2560
289;8131
237;8061
10000040;1902
323347;286
323239;8142
212;2123
10000040;520
36;1060
231;562
323341;1907
212;768
323242;317
323341;1258
29;8073
230;8235
139;8133
78;315
44;967
323241;8042
222;332
134;8195
213;8081
223;332
323341;1797
34;1907
323309;1346
323341;932
183;350
1003;1013
323333;8097
323345;354
323299;2128
323318;324
223;8140
139;8169
263;333
323241;1280
54;403
10000222;8045
185;8014
